AUSTRALIA,Perth (PRT),Renew a passport for an applicant under 18 years old.,03,https://evisaforms.state.gov/acs/default.asp?postcode=PRT&appcode=1,PRT,16 St. Georges TerracePerth WA 6000Australia
AUSTRALIA,Perth (PRT),Replace a lost/stolen/damaged passport.,04,https://evisaforms.state.gov/acs/default.asp?postcode=PRT&appcode=1,PRT,16 St. Georges TerracePerth WA 6000Australia
AUSTRALIA,Perth (PRT),Replace a passport issued more than 15 years ago.,05,https://evisaforms.state.gov/acs/default.asp?postcode=PRT&appcode=1,PRT,16 St. Georges TerracePerth WA 6000Australia
AUSTRALIA,Perth (PRT),Apply for a second passport.,06,https://evisaforms.state.gov/acs/default.asp?postcode=PRT&appcode=1,PRT,16 St. Georges TerracePerth WA 6000Australia
AUSTRALIA,Perth (PRT),Change the name listed in your passport but not as a result of marriage.,07,https://evisaforms.state.gov/acs/default.asp?postcode=PRT&appcode=1,PRT,16 St. Georges TerracePerth WA 6000Australia
AUSTRALIA,Perth (PRT),Renew a passport for an applicant who is over 18 years old and whose previous passport was issued before the applicant turned 16 years old.,07B,https://evisaforms.state.gov/acs/default.asp?postcode=PRT&appcode=1,PRT,16 St. Georges TerracePerth WA 6000Australia
AUSTRALIA,Perth (PRT),Need to travel in the next 15 business days and can present evidence of such plans (in conjunction with any of the above services).,08,https://evisaforms.state.gov/acs/default.asp?postcode=PRT&appcode=1,PRT,16 St. Georges TerracePerth WA 6000Australia
AUSTRALIA,Sydney (SYD),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=SYD&appcode=1,SYD,Suite 2 50 Miller StreetNorth Sydney NSW 2060
AUSTRALIA,Sydney (SYD),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=SYD&appcode=1,SYD,Suite 2 50 Miller StreetNorth Sydney NSW 2060
AUSTRALIA,Sydney (SYD),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=SYD&appcode=1,SYD,Suite 2 50 Miller StreetNorth Sydney NSW 2060
AUSTRIA,U.S. CONSULATE VIENNA,Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=VNN&appcode=1,VNN,Parkring 12A (Marriott Hotel Bldg) 4th Flr Vienna AustriaPASSPORT/BIRTH APPLICANTS: BRING COMPLETED FORMS PHOTOS SELF-ADDRESSED STAMPED ENVELOPE PAYMENT (Euros Dollars or Credit Cards ONLY). To cancel Email ConsulateVienna@state.gov
AUSTRIA,U.S. CONSULATE VIENNA,Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=VNN&appcode=1,VNN,Parkring 12A (Marriott Hotel Bldg) 4th Flr Vienna AustriaPASSPORT/BIRTH APPLICANTS: BRING COMPLETED FORMS PHOTOS SELF-ADDRESSED STAMPED ENVELOPE PAYMENT (Euros Dollars or Credit Cards ONLY). To cancel Email ConsulateVienna@state.gov
AUSTRIA,U.S. CONSULATE VIENNA,Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=VNN&appcode=1,VNN,Parkring 12A (Marriott Hotel Bldg) 4th Flr Vienna AustriaPASSPORT/BIRTH APPLICANTS: BRING COMPLETED FORMS PHOTOS SELF-ADDRESSED STAMPED ENVELOPE PAYMENT (Euros Dollars or Credit Cards ONLY). To cancel Email ConsulateVienna@state.gov
AZERBAIJAN,U.S. Embassy Baku,Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=BKU&appcode=1,BKU,111 Azadlig ProspectBaku AZ1007 Azerbaijan
AZERBAIJAN,U.S. Embassy Baku,Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=BKU&appcode=1,BKU,111 Azadlig ProspectBaku AZ1007 Azerbaijan
AZERBAIJAN,U.S. Embassy Baku,Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=BKU&appcode=1,BKU,111 Azadlig ProspectBaku AZ1007 Azerbaijan
BAHAMAS,Nassau (NSS),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=NSS&appcode=1,NSS,42 QUEEN STREET NASSAU BAHAMAS
BAHAMAS,Nassau (NSS),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=NSS&appcode=1,NSS,42 QUEEN STREET NASSAU BAHAMAS
BAHAMAS,Nassau (NSS),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=NSS&appcode=1,NSS,42 QUEEN STREET NASSAU BAHAMAS
BAHRAIN,Manama (MNA),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=MNA&appcode=1,MNA,Road 3119 Block 331Zinj DistrictManama
BAHRAIN,Manama (MNA),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=MNA&appcode=1,MNA,Road 3119 Block 331Zinj DistrictManama
BAHRAIN,Manama (MNA),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=MNA&appcode=1,MNA,Road 3119 Block 331Zinj DistrictManama
BANGLADESH,Dhaka (DHK),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=DHK&appcode=1,DHK,U.S. Embassy Madani Avenue Baridhara Dhaka-1212.
BANGLADESH,Dhaka (DHK),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=DHK&appcode=1,DHK,U.S. Embassy Madani Avenue Baridhara Dhaka-1212.
BANGLADESH,Dhaka (DHK),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=DHK&appcode=1,DHK,U.S. Embassy Madani Avenue Baridhara Dhaka-1212.
BARBADOS,U.S. Embassy American Citizen Services Outreach,Schedule an appointment for any Passport services or other American Citizen Services needs. ,S1,https://evisaforms.state.gov/acs/default.asp?postcode=BG2&appcode=1,BG2,British Virgin Islands - 4-6 Dec: BVI Finance Office TortolaSt. Lucia - 9 11 12 Dec: Mystique Royal St. Lucia Hotel
BARBADOS,U.S. Embassy American Citizen Services Outreach,Schedule an appointment for notarial services.,S2,https://evisaforms.state.gov/acs/default.asp?postcode=BG2&appcode=1,BG2,British Virgin Islands - 4-6 Dec: BVI Finance Office TortolaSt. Lucia - 9 11 12 Dec: Mystique Royal St. Lucia Hotel
BARBADOS,American Citizen Services,Schedule an appointment for any Passport services or other American Citizen Services needs. ,S1,https://evisaforms.state.gov/acs/default.asp?postcode=BGN&appcode=1,BGN,U.S. Embassy			Wildey Business ParkSt. MichaelBarbados
BARBADOS,American Citizen Services,Schedule an appointment for notarial services.,S2,https://evisaforms.state.gov/acs/default.asp?postcode=BGN&appcode=1,BGN,U.S. Embassy			Wildey Business ParkSt. MichaelBarbados
BELARUS,MSK,Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=MSK&appcode=1,MSK,United States Embassy46 Starovilenskaya St.Minsk 220002 Belarus
BELARUS,MSK,Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=MSK&appcode=1,MSK,United States Embassy46 Starovilenskaya St.Minsk 220002 Belarus
BELARUS,MSK,Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=MSK&appcode=1,MSK,United States Embassy46 Starovilenskaya St.Minsk 220002 Belarus
BELGIUM,Brussels (BRS),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=BRS&appcode=1,BRS,25 boulevard du Regent1000 Brussels Belgium
BELGIUM,Brussels (BRS),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=BRS&appcode=1,BRS,25 boulevard du Regent1000 Brussels Belgium
BELGIUM,Brussels (BRS),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=BRS&appcode=1,BRS,25 boulevard du Regent1000 Brussels Belgium
BELIZE,Belmopan (BLZ),Schedule an appointment for any Passport services or other American Citizen Services needs. ,S1,https://evisaforms.state.gov/acs/default.asp?postcode=BLZ&appcode=1,BLZ,4 Floral Park RoadBelmopan CityBelize
BELIZE,Belmopan (BLZ),Schedule an appointment for notarial services.,S2,https://evisaforms.state.gov/acs/default.asp?postcode=BLZ&appcode=1,BLZ,4 Floral Park RoadBelmopan CityBelize
BENIN,Cotonou (COT),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=COT&appcode=1,COT,01 B.P. 2012 Cotonou - BeninRue Caporal Bernard AnaniTel: (229) 21 30 06 50  Fax: (229) 21 30 66 82Email: consularcotonou@state.gov
BENIN,Cotonou (COT),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=COT&appcode=1,COT,01 B.P. 2012 Cotonou - BeninRue Caporal Bernard AnaniTel: (229) 21 30 06 50  Fax: (229) 21 30 66 82Email: consularcotonou@state.gov
BENIN,Cotonou (COT),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=COT&appcode=1,COT,01 B.P. 2012 Cotonou - BeninRue Caporal Bernard AnaniTel: (229) 21 30 06 50  Fax: (229) 21 30 66 82Email: consularcotonou@state.gov
BERMUDA,Hamilton (HML),Schedule an appointment for any Passport services or other American Citizen Services needs. ,S1,https://evisaforms.state.gov/acs/default.asp?postcode=HML&appcode=1,HML,Crown Hill16 Middle RoadDevonshire DV 03Bermuda
BERMUDA,Hamilton (HML),Schedule an appointment for notarial services.,S2,https://evisaforms.state.gov/acs/default.asp?postcode=HML&appcode=1,HML,Crown Hill16 Middle RoadDevonshire DV 03Bermuda
BOLIVIA,U.S. Embassy La Paz (LPZ),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=LPZ&appcode=1,LPZ,Avenida Arce #2780La Paz Bolivia
BOLIVIA,U.S. Embassy La Paz (LPZ),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=LPZ&appcode=1,LPZ,Avenida Arce #2780La Paz Bolivia
BOLIVIA,U.S. Embassy La Paz (LPZ),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=LPZ&appcode=1,LPZ,Avenida Arce #2780La Paz Bolivia
BOSNIA-HERZEGOVINA,U.S. Embassy Sarajevo,Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=SAR&appcode=1,SAR,Ulica Roberta C. Frasurea 1Sarajevo Bosnia and Herzegovina 71000
BOSNIA-HERZEGOVINA,U.S. Embassy Sarajevo,Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=SAR&appcode=1,SAR,Ulica Roberta C. Frasurea 1Sarajevo Bosnia and Herzegovina 71000
BOSNIA-HERZEGOVINA,U.S. Embassy Sarajevo,Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=SAR&appcode=1,SAR,Ulica Roberta C. Frasurea 1Sarajevo Bosnia and Herzegovina 71000
BOTSWANA,Gaborone (GAB),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=GAB&appcode=1,GAB,Corner of Embassy Drive and Khama CrescentGaboroneBotswana
BOTSWANA,Gaborone (GAB),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=GAB&appcode=1,GAB,Corner of Embassy Drive and Khama CrescentGaboroneBotswana
BOTSWANA,Gaborone (GAB),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=GAB&appcode=1,GAB,Corner of Embassy Drive and Khama CrescentGaboroneBotswana
BRAZIL,Porto Alegre RS Brazil,Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=PTA&appcode=1,PTA,Avenida Assis Brasil 1889Site para SERVICOS AO CIDADAO AMERICANOPara vistos acesse: https://ais.usvisa-info.com/pt-BR-niv
BRAZIL,Porto Alegre RS Brazil,Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=PTA&appcode=1,PTA,Avenida Assis Brasil 1889Site para SERVICOS AO CIDADAO AMERICANOPara vistos acesse: https://ais.usvisa-info.com/pt-BR-niv
BRAZIL,Porto Alegre RS Brazil,Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=PTA&appcode=1,PTA,Avenida Assis Brasil 1889Site para SERVICOS AO CIDADAO AMERICANOPara vistos acesse: https://ais.usvisa-info.com/pt-BR-niv
BRAZIL,Brasilia (BRA),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=BRA&appcode=1,BRA,U.S. EMBASSY BRASILIA BRAZILSES AVENIDA DAS NACOES LOTE 3 QUADRA 80170403-900
BRAZIL,Brasilia (BRA),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=BRA&appcode=1,BRA,U.S. EMBASSY BRASILIA BRAZILSES AVENIDA DAS NACOES LOTE 3 QUADRA 80170403-900
BRAZIL,Brasilia (BRA),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=BRA&appcode=1,BRA,U.S. EMBASSY BRASILIA BRAZILSES AVENIDA DAS NACOES LOTE 3 QUADRA 80170403-900
BRAZIL,Recife (RCF),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=RCF&appcode=1,RCF,Rua Goncalves Maia 163Boa Vista 50070-125 - Recife PEPhone: (55-81) 3416-3050Fax: (55-81) 3231-1906After hours emergency: (55-81) 99916-9470RecifeACS@state.gov
BRAZIL,Recife (RCF),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=RCF&appcode=1,RCF,Rua Goncalves Maia 163Boa Vista 50070-125 - Recife PEPhone: (55-81) 3416-3050Fax: (55-81) 3231-1906After hours emergency: (55-81) 99916-9470RecifeACS@state.gov
BRAZIL,Recife (RCF),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=RCF&appcode=1,RCF,Rua Goncalves Maia 163Boa Vista 50070-125 - Recife PEPhone: (55-81) 3416-3050Fax: (55-81) 3231-1906After hours emergency: (55-81) 99916-9470RecifeACS@state.gov
BRAZIL,Rio De Janeiro (RDJ),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=RDJ&appcode=1,RDJ,Avenida Presidente Wilson 147 CasteloRio de Janeiro RJ - 20030-020
BRAZIL,Rio De Janeiro (RDJ),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=RDJ&appcode=1,RDJ,Avenida Presidente Wilson 147 CasteloRio de Janeiro RJ - 20030-020
BRAZIL,Rio De Janeiro (RDJ),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=RDJ&appcode=1,RDJ,Avenida Presidente Wilson 147 CasteloRio de Janeiro RJ - 20030-020
BRAZIL,Sao Paulo (SPL),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=SPL&appcode=1,SPL,Rua Henri Dunant 500 Chacara Santo Antonio04709-110 Sao Paulo SP Brazil
BRAZIL,Sao Paulo (SPL),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=SPL&appcode=1,SPL,Rua Henri Dunant 500 Chacara Santo Antonio04709-110 Sao Paulo SP Brazil
BRAZIL,Sao Paulo (SPL),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=SPL&appcode=1,SPL,Rua Henri Dunant 500 Chacara Santo Antonio04709-110 Sao Paulo SP Brazil
BRUNEI,Bandar Seri Begawan (BSB),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=BSB&appcode=1,BSB,United States EmbassySpg 336-52-16-9Jalan Kebangsaan BC4115Brunei Darussalam
BRUNEI,Bandar Seri Begawan (BSB),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=BSB&appcode=1,BSB,United States EmbassySpg 336-52-16-9Jalan Kebangsaan BC4115Brunei Darussalam
BRUNEI,Bandar Seri Begawan (BSB),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=BSB&appcode=1,BSB,United States EmbassySpg 336-52-16-9Jalan Kebangsaan BC4115Brunei Darussalam
BULGARIA,Sofia (SOF),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=SOF&appcode=1,SOF,16 KozyakSofia 1408 Bulgaria
BULGARIA,Sofia (SOF),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=SOF&appcode=1,SOF,16 KozyakSofia 1408 Bulgaria
BULGARIA,Sofia (SOF),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=SOF&appcode=1,SOF,16 KozyakSofia 1408 Bulgaria
BURKINA FASO,Ouagadougou OUG,Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=OUG&appcode=1,OUG,Secteur 15Ouaga 2000 Avenue Sembene Ousmane rue 15 873
BURKINA FASO,Ouagadougou OUG,Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=OUG&appcode=1,OUG,Secteur 15Ouaga 2000 Avenue Sembene Ousmane rue 15 873
BURKINA FASO,Ouagadougou OUG,Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=OUG&appcode=1,OUG,Secteur 15Ouaga 2000 Avenue Sembene Ousmane rue 15 873
BURMA,Rangoon (RNG),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=RNG&appcode=1,RNG,110 University AvenueKamayut TownshipRangoon
BURMA,Rangoon (RNG),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=RNG&appcode=1,RNG,110 University AvenueKamayut TownshipRangoon
BURMA,Rangoon (RNG),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=RNG&appcode=1,RNG,110 University AvenueKamayut TownshipRangoon
BURUNDI,US Embassy Bujumbura,Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=BUJ&appcode=1,BUJ,Avenue des Etats-UnisBujumbura Burundi
BURUNDI,US Embassy Bujumbura,Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=BUJ&appcode=1,BUJ,Avenue des Etats-UnisBujumbura Burundi
BURUNDI,US Embassy Bujumbura,Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=BUJ&appcode=1,BUJ,Avenue des Etats-UnisBujumbura Burundi
CABO VERDE,Praia (PIA),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=PIA&appcode=1,PIA,U.S. Embassy Praia Rua Abilio Macedo 6Praia Cape Verde
CABO VERDE,Praia (PIA),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=PIA&appcode=1,PIA,U.S. Embassy Praia Rua Abilio Macedo 6Praia Cape Verde
CABO VERDE,Praia (PIA),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=PIA&appcode=1,PIA,U.S. Embassy Praia Rua Abilio Macedo 6Praia Cape Verde
CAMBODIA,Phnom Penh (PHP),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=PHP&appcode=1,PHP,1 Street 96Sangkat Wat Phnom Khan Daun PenhPhnom Penh Cambodia
CAMBODIA,Phnom Penh (PHP),Report the birth abroad of a child of a U.S. citizen and/or apply for the child's first passport.,02B,https://evisaforms.state.gov/acs/default.asp?postcode=PHP&appcode=1,PHP,1 Street 96Sangkat Wat Phnom Khan Daun PenhPhnom Penh Cambodia
CAMBODIA,Phnom Penh (PHP),Request notarial and other services not listed above.,09,https://evisaforms.state.gov/acs/default.asp?postcode=PHP&appcode=1,PHP,1 Street 96Sangkat Wat Phnom Khan Daun PenhPhnom Penh Cambodia
CAMEROON,Yaounde (YDE),Passport services other than adding pages.,AA,https://evisaforms.state.gov/acs/default.asp?postcode=YDE&appcode=1,YDE,Av. Rosa ParksYaounde Cameroon
